_url,_position,constituency,party,candidate,votes,votes/_source,share,share/_source
http://www.bbc.co.uk/news/politics/constituencies/E14000644,7,"Christian Peoples Alliance (CPA) , with candidate Ken Scrimshaw , have the following results: 109 total votes taken. 0.2% share of the total vote +0.2% change in share of the votes",(CPA),", with candidate Ken Scrimshaw",109,109,0.2,0.2
http://www.bbc.co.uk/news/politics/constituencies/E14000789,1,Lewisham Deptford,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14000789,2,"Labour (LAB) , with candidate Vicky Foxcroft , have the following results: 28,572 total votes taken. 60.2% share of the total vote +6.6% change in share of the votes",(LAB),", with candidate Vicky Foxcroft",28572,"28,572",60.2,60.2
http://www.bbc.co.uk/news/politics/constituencies/E14000789,3,"Conservative (CON) , with candidate Bim Afolami , have the following results: 7,056 total votes taken. 14.9% share of the total vote +1.4% change in share of the votes",(CON),", with candidate Bim Afolami",7056,"7,056",14.9,14.9
http://www.bbc.co.uk/news/politics/constituencies/E14000789,4,"Green Party (GRN) , with candidate John Coughlin , have the following results: 5,932 total votes taken. 12.5% share of the total vote +5.8% change in share of the votes",(GRN),", with candidate John Coughlin",5932,"5,932",12.5,12.5
http://www.bbc.co.uk/news/politics/constituencies/E14000789,5,"Liberal Democrat (LD) , with candidate Michael Bukola , have the following results: 2,497 total votes taken. 5.3% share of the total vote -18.1% change in share of the votes",(LD),", with candidate Michael Bukola",2497,"2,497",5.3,5.3
http://www.bbc.co.uk/news/politics/constituencies/E14000789,6,"UKIP (UKIP) , with candidate Massimo Dimambro , have the following results: 2,013 total votes taken. 4.2% share of the total vote +4.2% change in share of the votes",(UKIP),", with candidate Massimo Dimambro",2013,"2,013",4.2,4.2
http://www.bbc.co.uk/news/politics/constituencies/E14000789,7,"People Before Profit (PBP) , with candidate Helen Mercer , have the following results: 666 total votes taken. 1.4% share of the total vote +1.4% change in share of the votes",(PBP),", with candidate Helen Mercer",666,666,1.4,1.4
http://www.bbc.co.uk/news/politics/constituencies/E14000789,8,"Christian Peoples Alliance (CPA) , with candidate Martin Malcolm , have the following results: 300 total votes taken. 0.6% share of the total vote -0.5% change in share of the votes",(CPA),", with candidate Martin Malcolm",300,300,0.6,0.6
http://www.bbc.co.uk/news/politics/constituencies/E14000789,9,"TUSC (TUSC) , with candidate Christopher Flood , have the following results: 286 total votes taken. 0.6% share of the total vote +0.6% change in share of the votes",(TUSC),", with candidate Christopher Flood",286,286,0.6,0.6
http://www.bbc.co.uk/news/politics/constituencies/E14000789,10,"Democratic Reform Party (DRP) , with candidate Phillip Badger , have the following results: 74 total votes taken. 0.2% share of the total vote +0.2% change in share of the votes",(DRP),", with candidate Phillip Badger",74,74,0.2,0.2
http://www.bbc.co.uk/news/politics/constituencies/E14000789,11,"Independent (IND) , with candidate David Harvey , have the following results: 30 total votes taken. 0.1% share of the total vote +0.1% change in share of the votes",(IND),", with candidate David Harvey",30,30,0.1,0.1
http://www.bbc.co.uk/news/politics/constituencies/E14000788,1,Lewisham West & Penge,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14000788,2,"Labour (LAB) , with candidate Jim Dowd , have the following results: 24,347 total votes taken. 50.6% share of the total vote +9.5% change in share of the votes",(LAB),", with candidate Jim Dowd",24347,"24,347",50.6,50.6
http://www.bbc.co.uk/news/politics/constituencies/E14000788,3,"Conservative (CON) , with candidate Russell Jackson , have the following results: 11,633 total votes taken. 24.2% share of the total vote -1.3% change in share of the votes",(CON),", with candidate Russell Jackson",11633,"11,633",24.2,24.2
http://www.bbc.co.uk/news/politics/constituencies/E14000788,4,"Green Party (GRN) , with candidate Tom Chance , have the following results: 4,077 total votes taken. 8.5% share of the total vote +6.4% change in share of the votes",(GRN),", with candidate Tom Chance",4077,"4,077",8.5,8.5
http://www.bbc.co.uk/news/politics/constituencies/E14000788,5,"UKIP (UKIP) , with candidate Gary Harding , have the following results: 3,764 total votes taken. 7.8% share of the total vote +5.3% change in share of the votes",(UKIP),", with candidate Gary Harding",3764,"3,764",7.8,7.8
http://www.bbc.co.uk/news/politics/constituencies/E14000788,6,"Liberal Democrat (LD) , with candidate Alex Feakes , have the following results: 3,709 total votes taken. 7.7% share of the total vote -20.4% change in share of the votes",(LD),", with candidate Alex Feakes",3709,"3,709",7.7,7.7
http://www.bbc.co.uk/news/politics/constituencies/E14000788,7,"TUSC (TUSC) , with candidate Martin Powell-Davies , have the following results: 391 total votes taken. 0.8% share of the total vote +0.8% change in share of the votes",(TUSC),", with candidate Martin Powell-Davies",391,391,0.8,0.8
http://www.bbc.co.uk/news/politics/constituencies/E14000788,8,"Independent (IND) , with candidate David Hansom , have the following results: 160 total votes taken. 0.3% share of the total vote +0.3% change in share of the votes",(IND),", with candidate David Hansom",160,160,0.3,0.3
http://www.bbc.co.uk/news/politics/constituencies/E14000788,9,"Liberty GB (LGB) , with candidate George Whale , have the following results: 44 total votes taken. 0.1% share of the total vote +0.1% change in share of the votes",(LGB),", with candidate George Whale",44,44,0.1,0.1
http://www.bbc.co.uk/news/politics/constituencies/E14000787,1,Lewisham East,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14000787,2,"Labour (LAB) , with candidate Heidi Alexander , have the following results: 23,907 total votes taken. 55.7% share of the total vote +12.6% change in share of the votes",(LAB),", with candidate Heidi Alexander",23907,"23,907",55.7,55.7
http://www.bbc.co.uk/news/politics/constituencies/E14000787,3,"Conservative (CON) , with candidate Peter Fortune , have the following results: 9,574 total votes taken. 22.3% share of the total vote -1.3% change in share of the votes",(CON),", with candidate Peter Fortune",9574,"9,574",22.3,22.3
http://www.bbc.co.uk/news/politics/constituencies/E14000787,4,"UKIP (UKIP) , with candidate Anne Maria Waters , have the following results: 3,886 total votes taken. 9.1% share of the total vote +7.2% change in share of the votes",(UKIP),", with candidate Anne Maria Waters",3886,"3,886",9.1,9.1
http://www.bbc.co.uk/news/politics/constituencies/E14000787,5,"Liberal Democrat (LD) , with candidate Julia Fletcher , have the following results: 2,455 total votes taken. 5.7% share of the total vote -22.4% change in share of the votes",(LD),", with candidate Julia Fletcher",2455,"2,455",5.7,5.7
http://www.bbc.co.uk/news/politics/constituencies/E14000787,6,"Green Party (GRN) , with candidate StÃ¶rm Poorun , have the following results: 2,429 total votes taken. 5.7% share of the total vote +4.2% change in share of the votes",(GRN),", with candidate StÃ¶rm Poorun",2429,"2,429",5.7,5.7
http://www.bbc.co.uk/news/politics/constituencies/E14000787,7,"People Before Profit (PBP) , with candidate Nick Long , have the following results: 390 total votes taken. 0.9% share of the total vote +0.9% change in share of the votes",(PBP),", with candidate Nick Long",390,390,0.9,0.9
http://www.bbc.co.uk/news/politics/constituencies/E14000787,8,"Christian Peoples Alliance (CPA) , with candidate Maureen Martin , have the following results: 282 total votes taken. 0.7% share of the total vote +0.7% change in share of the votes",(CPA),", with candidate Maureen Martin",282,282,0.7,0.7
http://www.bbc.co.uk/news/politics/constituencies/N06000010,1,Mid Ulster,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/N06000010,2,"Sinn Fein (SF) , with candidate Francie Molloy , have the following results: 19,935 total votes taken. 48.7% share of the total vote -3.3% change in share of the votes",(SF),", with candidate Francie Molloy",19935,"19,935",48.7,48.7
http://www.bbc.co.uk/news/politics/constituencies/N06000010,3,"Ulster Unionist Party (UUP) , with candidate Sandra Overend , have the following results: 6,318 total votes taken. 15.4% share of the total vote +4.4% change in share of the votes",(UUP),", with candidate Sandra Overend",6318,"6,318",15.4,15.4
http://www.bbc.co.uk/news/politics/constituencies/N06000010,4,"Democratic Unionist Party (DUP) , with candidate Ian McCrea , have the following results: 5,465 total votes taken. 13.4% share of the total vote -1.0% change in share of the votes",(DUP),", with candidate Ian McCrea",5465,"5,465",13.4,13.4
http://www.bbc.co.uk/news/politics/constituencies/N06000010,5,"Social Democratic & Labour Party (SDLP) , with candidate Malachy Quinn , have the following results: 5,055 total votes taken. 12.4% share of the total vote -1.9% change in share of the votes",(SDLP),", with candidate Malachy Quinn",5055,"5,055",12.4,12.4
http://www.bbc.co.uk/news/politics/constituencies/N06000010,6,"Traditional Unionist Voice (TUV) , with candidate Gareth Ferguson , have the following results: 1,892 total votes taken. 4.6% share of the total vote -2.7% change in share of the votes",(TUV),", with candidate Gareth Ferguson",1892,"1,892",4.6,4.6
http://www.bbc.co.uk/news/politics/constituencies/N06000010,7,"UKIP (UKIP) , with candidate Alan Day , have the following results: 863 total votes taken. 2.1% share of the total vote +2.1% change in share of the votes",(UKIP),", with candidate Alan Day",863,863,2.1,2.1
http://www.bbc.co.uk/news/politics/constituencies/N06000010,8,"Alliance Party (APNI) , with candidate Eric Bullick , have the following results: 778 total votes taken. 1.9% share of the total vote +0.9% change in share of the votes",(APNI),", with candidate Eric Bullick",778,778,1.9,1.9
http://www.bbc.co.uk/news/politics/constituencies/N06000010,9,"Workers Party (WP) , with candidate Hugh Scullion , have the following results: 496 total votes taken. 1.2% share of the total vote +1.2% change in share of the votes",(WP),", with candidate Hugh Scullion",496,496,1.2,1.2
http://www.bbc.co.uk/news/politics/constituencies/N06000010,10,"Conservative (CON) , with candidate Lucille Nicholson , have the following results: 120 total votes taken. 0.3% share of the total vote +0.3% change in share of the votes",(CON),", with candidate Lucille Nicholson",120,120,0.3,0.3
http://www.bbc.co.uk/news/politics/constituencies/N06000012,1,North Antrim,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/N06000012,2,"Democratic Unionist Party (DUP) , with candidate Ian Paisley , have the following results: 18,107 total votes taken. 43.2% share of the total vote -3.2% change in share of the votes",(DUP),", with candidate Ian Paisley",18107,"18,107",43.2,43.2
http://www.bbc.co.uk/news/politics/constituencies/N06000012,3,"Traditional Unionist Voice (TUV) , with candidate Timothy Gaston , have the following results: 6,561 total votes taken. 15.7% share of the total vote -1.1% change in share of the votes",(TUV),", with candidate Timothy Gaston",6561,"6,561",15.7,15.7
http://www.bbc.co.uk/news/politics/constituencies/N06000012,4,"Sinn Fein (SF) , with candidate DaithÃ_ McKay , have the following results: 5,143 total votes taken. 12.3% share of the total vote -0.1% change in share of the votes",(SF),", with candidate DaithÃ_ McKay",5143,"5,143",12.3,12.3
http://www.bbc.co.uk/news/politics/constituencies/N06000012,5,"Ulster Unionist Party (UUP) , with candidate Robin Swann , have the following results: 5,054 total votes taken. 12.1% share of the total vote +1.1% change in share of the votes",(UUP),", with candidate Robin Swann",5054,"5,054",12.1,12.1
http://www.bbc.co.uk/news/politics/constituencies/N06000012,6,"Social Democratic & Labour Party (SDLP) , with candidate Declan O'Loan , have the following results: 2,925 total votes taken. 7.0% share of the total vote -1.8% change in share of the votes",(SDLP),", with candidate Declan O'Loan",2925,"2,925",7,7
http://www.bbc.co.uk/news/politics/constituencies/N06000012,7,"Alliance Party (APNI) , with candidate Jayne Dunlop , have the following results: 2,351 total votes taken. 5.6% share of the total vote +2.4% change in share of the votes",(APNI),", with candidate Jayne Dunlop",2351,"2,351",5.6,5.6
http://www.bbc.co.uk/news/politics/constituencies/N06000012,8,"UKIP (UKIP) , with candidate Robert Hill , have the following results: 1,341 total votes taken. 3.2% share of the total vote +3.2% change in share of the votes",(UKIP),", with candidate Robert Hill",1341,"1,341",3.2,3.2
http://www.bbc.co.uk/news/politics/constituencies/N06000012,9,"Conservative (CON) , with candidate Carol Freeman , have the following results: 368 total votes taken. 0.9% share of the total vote +0.9% change in share of the votes",(CON),", with candidate Carol Freeman",368,368,0.9,0.9
http://www.bbc.co.uk/news/politics/constituencies/N06000012,10,"Independent (IND) , with candidate Thomas Palmer , have the following results: 57 total votes taken. 0.1% share of the total vote +0.1% change in share of the votes",(IND),", with candidate Thomas Palmer",57,57,0.1,0.1
http://www.bbc.co.uk/news/politics/constituencies/E14001026,1,Wells,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14001026,2,"Conservative (CON) , with candidate James Heappey , have the following results: 26,247 total votes taken. 46.1% share of the total vote +3.6% change in share of the votes",(CON),", with candidate James Heappey",26247,"26,247",46.1,46.1
http://www.bbc.co.uk/news/politics/constituencies/E14001026,3,"Liberal Democrat (LD) , with candidate Tessa Munt , have the following results: 18,662 total votes taken. 32.8% share of the total vote -11.2% change in share of the votes",(LD),", with candidate Tessa Munt",18662,"18,662",32.8,32.8
http://www.bbc.co.uk/news/politics/constituencies/E14001026,4,"UKIP (UKIP) , with candidate Helen Hims , have the following results: 5,644 total votes taken. 9.9% share of the total vote +6.9% change in share of the votes",(UKIP),", with candidate Helen Hims",5644,"5,644",9.9,9.9
http://www.bbc.co.uk/news/politics/constituencies/E14001026,5,"Labour (LAB) , with candidate Chris Inchley , have the following results: 3,780 total votes taken. 6.6% share of the total vote -0.9% change in share of the votes",(LAB),", with candidate Chris Inchley",3780,"3,780",6.6,6.6
http://www.bbc.co.uk/news/politics/constituencies/E14001026,6,"Green Party (GRN) , with candidate Jon Cousins , have the following results: 2,331 total votes taken. 4.1% share of the total vote +3.0% change in share of the votes",(GRN),", with candidate Jon Cousins",2331,"2,331",4.1,4.1
http://www.bbc.co.uk/news/politics/constituencies/E14001026,7,"Independent (IND) , with candidate Paul Arnold , have the following results: 83 total votes taken. 0.1% share of the total vote +0.1% change in share of the votes",(IND),", with candidate Paul Arnold",83,83,0.1,0.1
http://www.bbc.co.uk/news/politics/constituencies/E14001026,8,"The Birthday Party (TBP) , with candidate Dave Dobbs , have the following results: 81 total votes taken. 0.1% share of the total vote +0.1% change in share of the votes",(TBP),", with candidate Dave Dobbs",81,81,0.1,0.1
http://www.bbc.co.uk/news/politics/constituencies/E14001026,9,"Independent (IND) , with candidate Gypsy Watkins , have the following results: 76 total votes taken. 0.1% share of the total vote +0.1% change in share of the votes",(IND),", with candidate Gypsy Watkins",76,76,0.1,0.1
http://www.bbc.co.uk/news/politics/constituencies/N06000011,1,Newry & Armagh,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/N06000011,2,"Sinn Fein (SF) , with candidate Mickey Brady , have the following results: 20,488 total votes taken. 41.1% share of the total vote -0.9% change in share of the votes",(SF),", with candidate Mickey Brady",20488,"20,488",41.1,41.1
http://www.bbc.co.uk/news/politics/constituencies/N06000011,3,"Ulster Unionist Party (UUP) , with candidate Danny Kennedy , have the following results: 16,312 total votes taken. 32.7% share of the total vote +13.6% change in share of the votes",(UUP),", with candidate Danny Kennedy",16312,"16,312",32.7,32.7
http://www.bbc.co.uk/news/politics/constituencies/N06000011,4,"Social Democratic & Labour Party (SDLP) , with candidate Justin McNulty , have the following results: 12,026 total votes taken. 24.1% share of the total vote +0.7% change in share of the votes",(SDLP),", with candidate Justin McNulty",12026,"12,026",24.1,24.1
http://www.bbc.co.uk/news/politics/constituencies/N06000011,5,"Alliance Party (APNI) , with candidate Kate Nicholl , have the following results: 841 total votes taken. 1.7% share of the total vote +0.5% change in share of the votes",(APNI),", with candidate Kate Nicholl",841,841,1.7,1.7
http://www.bbc.co.uk/news/politics/constituencies/N06000011,6,"Conservative (CON) , with candidate Robert Rigby , have the following results: 210 total votes taken. 0.4% share of the total vote +0.4% change in share of the votes",(CON),", with candidate Robert Rigby",210,210,0.4,0.4
http://www.bbc.co.uk/news/politics/constituencies/E14000783,1,Leicester South,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14000783,2,"Labour (LAB) , with candidate Jonathan Ashworth , have the following results: 27,473 total votes taken. 59.8% share of the total vote +14.2% change in share of the votes",(LAB),", with candidate Jonathan Ashworth",27473,"27,473",59.8,59.8
http://www.bbc.co.uk/news/politics/constituencies/E14000783,3,"Conservative (CON) , with candidate Leon Hadji-Nikolaou , have the following results: 9,628 total votes taken. 21.0% share of the total vote -0.4% change in share of the votes",(CON),", with candidate Leon Hadji-Nikolaou",9628,"9,628",21,21
http://www.bbc.co.uk/news/politics/constituencies/E14000783,4,"UKIP (UKIP) , with candidate Peter Stone , have the following results: 3,832 total votes taken. 8.3% share of the total vote +6.8% change in share of the votes",(UKIP),", with candidate Peter Stone",3832,"3,832",8.3,8.3
http://www.bbc.co.uk/news/politics/constituencies/E14000783,5,"Green Party (GRN) , with candidate Gabby Garcia , have the following results: 2,533 total votes taken. 5.5% share of the total vote +3.9% change in share of the votes",(GRN),", with candidate Gabby Garcia",2533,"2,533",5.5,5.5
http://www.bbc.co.uk/news/politics/constituencies/E14000783,6,"Liberal Democrat (LD) , with candidate Anita Prabhakar , have the following results: 2,127 total votes taken. 4.6% share of the total vote -22.3% change in share of the votes",(LD),", with candidate Anita Prabhakar",2127,"2,127",4.6,4.6
http://www.bbc.co.uk/news/politics/constituencies/E14000783,7,"TUSC (TUSC) , with candidate Andrew Walton , have the following results: 349 total votes taken. 0.8% share of the total vote +0.8% change in share of the votes",(TUSC),", with candidate Andrew Walton",349,349,0.8,0.8
http://www.bbc.co.uk/news/politics/constituencies/E14001025,1,Wellingborough,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14001025,2,"Conservative (CON) , with candidate Peter William Bone , have the following results: 26,265 total votes taken. 52.1% share of the total vote +3.8% change in share of the votes",(CON),", with candidate Peter William Bone",26265,"26,265",52.1,52.1
http://www.bbc.co.uk/news/politics/constituencies/E14001025,3,"UKIP (UKIP) , with candidate Jonathan Eric Lewis Munday , have the following results: 9,868 total votes taken. 19.6% share of the total vote +16.4% change in share of the votes",(UKIP),", with candidate Jonathan Eric Lewis Munday",9868,"9,868",19.6,19.6
http://www.bbc.co.uk/news/politics/constituencies/E14001025,4,"Labour (LAB) , with candidate Richard Francis Garvie , have the following results: 9,839 total votes taken. 19.5% share of the total vote -5.9% change in share of the votes",(LAB),", with candidate Richard Francis Garvie",9839,"9,839",19.5,19.5
http://www.bbc.co.uk/news/politics/constituencies/E14001025,5,"Liberal Democrat (LD) , with candidate Chris Nelson , have the following results: 2,240 total votes taken. 4.4% share of the total vote -12.7% change in share of the votes",(LD),", with candidate Chris Nelson",2240,"2,240",4.4,4.4
http://www.bbc.co.uk/news/politics/constituencies/E14001025,6,"Green Party (GRN) , with candidate Marion Eileen Turner-Hawes , have the following results: 2,218 total votes taken. 4.4% share of the total vote +3.5% change in share of the votes",(GRN),", with candidate Marion Eileen Turner-Hawes",2218,"2,218",4.4,4.4
http://www.bbc.co.uk/news/politics/constituencies/E14001028,1,Wentworth & Dearne,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14001028,2,"Labour (LAB) , with candidate John Healey , have the following results: 24,571 total votes taken. 56.9% share of the total vote +6.3% change in share of the votes",(LAB),", with candidate John Healey",24571,"24,571",56.9,56.9
http://www.bbc.co.uk/news/politics/constituencies/E14001028,3,"UKIP (UKIP) , with candidate Mike Hookem , have the following results: 10,733 total votes taken. 24.9% share of the total vote +16.7% change in share of the votes",(UKIP),", with candidate Mike Hookem",10733,"10,733",24.9,24.9
http://www.bbc.co.uk/news/politics/constituencies/E14001028,4,"Conservative (CON) , with candidate Michael Naughton , have the following results: 6,441 total votes taken. 14.9% share of the total vote -2.7% change in share of the votes",(CON),", with candidate Michael Naughton",6441,"6,441",14.9,14.9
http://www.bbc.co.uk/news/politics/constituencies/E14001028,5,"Liberal Democrat (LD) , with candidate Edwin Simpson , have the following results: 1,135 total votes taken. 2.6% share of the total vote -13.5% change in share of the votes",(LD),", with candidate Edwin Simpson",1135,"1,135",2.6,2.6
http://www.bbc.co.uk/news/politics/constituencies/E14001028,6,"English Democrats (ED) , with candidate Alan England , have the following results: 309 total votes taken. 0.7% share of the total vote +0.7% change in share of the votes",(ED),", with candidate Alan England",309,309,0.7,0.7
http://www.bbc.co.uk/news/politics/constituencies/E14000784,1,Leicester West,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14000784,2,"Labour (LAB) , with candidate Liz Kendall , have the following results: 16,051 total votes taken. 46.5% share of the total vote +8.1% change in share of the votes",(LAB),", with candidate Liz Kendall",16051,"16,051",46.5,46.5
http://www.bbc.co.uk/news/politics/constituencies/E14000784,3,"Conservative (CON) , with candidate Paul Bessant , have the following results: 8,848 total votes taken. 25.6% share of the total vote -1.5% change in share of the votes",(CON),", with candidate Paul Bessant",8848,"8,848",25.6,25.6
http://www.bbc.co.uk/news/politics/constituencies/E14000784,4,"UKIP (UKIP) , with candidate Stuart Young , have the following results: 5,950 total votes taken. 17.2% share of the total vote +14.8% change in share of the votes",(UKIP),", with candidate Stuart Young",5950,"5,950",17.2,17.2
http://www.bbc.co.uk/news/politics/constituencies/E14000784,5,"Green Party (GRN) , with candidate Peter Hague , have the following results: 1,878 total votes taken. 5.4% share of the total vote +3.7% change in share of the votes",(GRN),", with candidate Peter Hague",1878,"1,878",5.4,5.4
http://www.bbc.co.uk/news/politics/constituencies/E14000784,6,"Liberal Democrat (LD) , with candidate Ian Bradwell , have the following results: 1,507 total votes taken. 4.4% share of the total vote -18.3% change in share of the votes",(LD),", with candidate Ian Bradwell",1507,"1,507",4.4,4.4
http://www.bbc.co.uk/news/politics/constituencies/E14000784,7,"TUSC (TUSC) , with candidate Heather Rawling , have the following results: 288 total votes taken. 0.8% share of the total vote +0.4% change in share of the votes",(TUSC),", with candidate Heather Rawling",288,288,0.8,0.8
http://www.bbc.co.uk/news/politics/constituencies/E14000785,1,Leigh,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14000785,2,"Labour (LAB) , with candidate Andy Burnham , have the following results: 24,312 total votes taken. 53.9% share of the total vote +5.8% change in share of the votes",(LAB),", with candidate Andy Burnham",24312,"24,312",53.9,53.9
http://www.bbc.co.uk/news/politics/constituencies/E14000785,3,"Conservative (CON) , with candidate Louisa Danielle Townson , have the following results: 10,216 total votes taken. 22.6% share of the total vote +1.7% change in share of the votes",(CON),", with candidate Louisa Danielle Townson",10216,"10,216",22.6,22.6
http://www.bbc.co.uk/news/politics/constituencies/E14000785,4,"UKIP (UKIP) , with candidate Les Leggett , have the following results: 8,903 total votes taken. 19.7% share of the total vote +16.3% change in share of the votes",(UKIP),", with candidate Les Leggett",8903,"8,903",19.7,19.7
http://www.bbc.co.uk/news/politics/constituencies/E14000785,5,"Liberal Democrat (LD) , with candidate Bill Winlow , have the following results: 1,150 total votes taken. 2.5% share of the total vote -15.6% change in share of the votes",(LD),", with candidate Bill Winlow",1150,"1,150",2.5,2.5
http://www.bbc.co.uk/news/politics/constituencies/E14000785,6,"TUSC (TUSC) , with candidate Stephen Hall , have the following results: 542 total votes taken. 1.2% share of the total vote +1.2% change in share of the votes",(TUSC),", with candidate Stephen Hall",542,542,1.2,1.2
http://www.bbc.co.uk/news/politics/constituencies/E14001027,1,Welwyn Hatfield,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14001027,2,"Conservative (CON) , with candidate Grant Shapps , have the following results: 25,281 total votes taken. 50.4% share of the total vote -6.6% change in share of the votes",(CON),", with candidate Grant Shapps",25281,"25,281",50.4,50.4
http://www.bbc.co.uk/news/politics/constituencies/E14001027,3,"Labour (LAB) , with candidate Anawar Miah , have the following results: 13,128 total votes taken. 26.1% share of the total vote +4.8% change in share of the votes",(LAB),", with candidate Anawar Miah",13128,"13,128",26.1,26.1
http://www.bbc.co.uk/news/politics/constituencies/E14001027,4,"UKIP (UKIP) , with candidate Arthur Stevens , have the following results: 6,556 total votes taken. 13.1% share of the total vote +9.7% change in share of the votes",(UKIP),", with candidate Arthur Stevens",6556,"6,556",13.1,13.1
http://www.bbc.co.uk/news/politics/constituencies/E14001027,5,"Liberal Democrat (LD) , with candidate Hugh Annand , have the following results: 3,140 total votes taken. 6.3% share of the total vote -10.1% change in share of the votes",(LD),", with candidate Hugh Annand",3140,"3,140",6.3,6.3
http://www.bbc.co.uk/news/politics/constituencies/E14001027,6,"Green Party (GRN) , with candidate Marc Scheimann , have the following results: 1,742 total votes taken. 3.5% share of the total vote +1.8% change in share of the votes",(GRN),", with candidate Marc Scheimann",1742,"1,742",3.5,3.5
http://www.bbc.co.uk/news/politics/constituencies/E14001027,7,"Independent (IND) , with candidate Michael Green , have the following results: 216 total votes taken. 0.4% share of the total vote +0.4% change in share of the votes",(IND),", with candidate Michael Green",216,216,0.4,0.4
http://www.bbc.co.uk/news/politics/constituencies/E14001027,8,"TUSC (TUSC) , with candidate Richard Shattock , have the following results: 142 total votes taken. 0.3% share of the total vote +0.3% change in share of the votes",(TUSC),", with candidate Richard Shattock",142,142,0.3,0.3
http://www.bbc.co.uk/news/politics/constituencies/E14001022,1,Waveney,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14001022,2,"Conservative (CON) , with candidate Peter Aldous , have the following results: 22,104 total votes taken. 42.3% share of the total vote +2.1% change in share of the votes",(CON),", with candidate Peter Aldous",22104,"22,104",42.3,42.3
http://www.bbc.co.uk/news/politics/constituencies/E14001022,3,"Labour (LAB) , with candidate Bob Blizzard , have the following results: 19,696 total votes taken. 37.7% share of the total vote -1.0% change in share of the votes",(LAB),", with candidate Bob Blizzard",19696,"19,696",37.7,37.7
http://www.bbc.co.uk/news/politics/constituencies/E14001022,4,"UKIP (UKIP) , with candidate Simon Tobin , have the following results: 7,580 total votes taken. 14.5% share of the total vote +9.3% change in share of the votes",(UKIP),", with candidate Simon Tobin",7580,"7,580",14.5,14.5
http://www.bbc.co.uk/news/politics/constituencies/E14001022,5,"Green Party (GRN) , with candidate Graham Elliott , have the following results: 1,761 total votes taken. 3.4% share of the total vote +1.1% change in share of the votes",(GRN),", with candidate Graham Elliott",1761,"1,761",3.4,3.4
http://www.bbc.co.uk/news/politics/constituencies/E14001022,6,"Liberal Democrat (LD) , with candidate Steve Gordon , have the following results: 1,055 total votes taken. 2.0% share of the total vote -11.3% change in share of the votes",(LD),", with candidate Steve Gordon",1055,"1,055",2,2
http://www.bbc.co.uk/news/politics/constituencies/E14000786,1,Lewes,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14000786,2,"Conservative (CON) , with candidate Maria Caulfield , have the following results: 19,206 total votes taken. 38.0% share of the total vote +1.3% change in share of the votes",(CON),", with candidate Maria Caulfield",19206,"19,206",38,38
http://www.bbc.co.uk/news/politics/constituencies/E14000786,3,"Liberal Democrat (LD) , with candidate Norman Baker , have the following results: 18,123 total votes taken. 35.9% share of the total vote -16.1% change in share of the votes",(LD),", with candidate Norman Baker",18123,"18,123",35.9,35.9
http://www.bbc.co.uk/news/politics/constituencies/E14000786,4,"UKIP (UKIP) , with candidate Ray Finch , have the following results: 5,427 total votes taken. 10.7% share of the total vote +7.3% change in share of the votes",(UKIP),", with candidate Ray Finch",5427,"5,427",10.7,10.7
http://www.bbc.co.uk/news/politics/constituencies/E14000786,5,"Labour (LAB) , with candidate Lloyd Russell-Moyle , have the following results: 5,000 total votes taken. 9.9% share of the total vote +4.9% change in share of the votes",(LAB),", with candidate Lloyd Russell-Moyle",5000,"5,000",9.9,9.9
http://www.bbc.co.uk/news/politics/constituencies/E14000786,6,"Green Party (GRN) , with candidate Alfie Stirling , have the following results: 2,784 total votes taken. 5.5% share of the total vote +4.1% change in share of the votes",(GRN),", with candidate Alfie Stirling",2784,"2,784",5.5,5.5
http://www.bbc.co.uk/news/politics/constituencies/E14000780,1,Leeds North West,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14000780,2,"Liberal Democrat (LD) , with candidate Greg Mulholland , have the following results: 15,948 total votes taken. 36.8% share of the total vote -10.7% change in share of the votes",(LD),", with candidate Greg Mulholland",15948,"15,948",36.8,36.8
http://www.bbc.co.uk/news/politics/constituencies/E14000780,3,"Labour (LAB) , with candidate Alex Sobel , have the following results: 13,041 total votes taken. 30.1% share of the total vote +9.1% change in share of the votes",(LAB),", with candidate Alex Sobel",13041,"13,041",30.1,30.1
http://www.bbc.co.uk/news/politics/constituencies/E14000780,4,"Conservative (CON) , with candidate Alex Story , have the following results: 8,083 total votes taken. 18.6% share of the total vote -7.9% change in share of the votes",(CON),", with candidate Alex Story",8083,"8,083",18.6,18.6
