_url,_position,constituency,party,candidate,votes,votes/_source,share,share/_source
http://www.bbc.co.uk/news/politics/constituencies/E14000589,7,"Green Party (GRN) , with candidate Celia Hickson , have the following results: 1,085 total votes taken. 2.7% share of the total vote +0.4% change in share of the votes",(GRN),", with candidate Celia Hickson",1085,"1,085",2.7,2.7
http://www.bbc.co.uk/news/politics/constituencies/E14000589,8,"Independent (IND) , with candidate James Kirkcaldy , have the following results: 100 total votes taken. 0.2% share of the total vote +0.2% change in share of the votes",(IND),", with candidate James Kirkcaldy",100,100,0.2,0.2
http://www.bbc.co.uk/news/politics/constituencies/E14000589,9,"English Democrats (ED) , with candidate Therese Hirst , have the following results: 98 total votes taken. 0.2% share of the total vote +0.2% change in share of the votes",(ED),", with candidate Therese Hirst",98,98,0.2,0.2
http://www.bbc.co.uk/news/politics/constituencies/E14000598,1,Brighton Pavilion,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14000598,2,"Green Party (GRN) , with candidate Caroline Lucas , have the following results: 22,871 total votes taken. 41.8% share of the total vote +10.5% change in share of the votes",(GRN),", with candidate Caroline Lucas",22871,"22,871",41.8,41.8
http://www.bbc.co.uk/news/politics/constituencies/E14000598,3,"Labour (LAB) , with candidate Purna Sen , have the following results: 14,904 total votes taken. 27.3% share of the total vote -1.7% change in share of the votes",(LAB),", with candidate Purna Sen",14904,"14,904",27.3,27.3
http://www.bbc.co.uk/news/politics/constituencies/E14000598,4,"Conservative (CON) , with candidate Clarence Mitchell , have the following results: 12,448 total votes taken. 22.8% share of the total vote -0.9% change in share of the votes",(CON),", with candidate Clarence Mitchell",12448,"12,448",22.8,22.8
http://www.bbc.co.uk/news/politics/constituencies/E14000598,5,"UKIP (UKIP) , with candidate Nigel Carter , have the following results: 2,724 total votes taken. 5.0% share of the total vote +3.2% change in share of the votes",(UKIP),", with candidate Nigel Carter",2724,"2,724",5,5
http://www.bbc.co.uk/news/politics/constituencies/E14000598,6,"Liberal Democrat (LD) , with candidate Chris Bowers , have the following results: 1,525 total votes taken. 2.8% share of the total vote -11.0% change in share of the votes",(LD),", with candidate Chris Bowers",1525,"1,525",2.8,2.8
http://www.bbc.co.uk/news/politics/constituencies/E14000598,7,"Independent (IND) , with candidate Nick Yeomans , have the following results: 116 total votes taken. 0.2% share of the total vote +0.2% change in share of the votes",(IND),", with candidate Nick Yeomans",116,116,0.2,0.2
http://www.bbc.co.uk/news/politics/constituencies/E14000598,8,"Socialist Party GB (SPGB) , with candidate Howard Pilott , have the following results: 88 total votes taken. 0.2% share of the total vote +0.2% change in share of the votes",(SPGB),", with candidate Howard Pilott",88,88,0.2,0.2
http://www.bbc.co.uk/news/politics/constituencies/E14000580,1,Bolton West,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14000580,2,"Conservative (CON) , with candidate Chris Green , have the following results: 19,744 total votes taken. 40.6% share of the total vote +2.3% change in share of the votes",(CON),", with candidate Chris Green",19744,"19,744",40.6,40.6
http://www.bbc.co.uk/news/politics/constituencies/E14000580,3,"Labour (LAB) , with candidate Julie Hilling , have the following results: 18,943 total votes taken. 39.0% share of the total vote +0.5% change in share of the votes",(LAB),", with candidate Julie Hilling",18943,"18,943",39,39
http://www.bbc.co.uk/news/politics/constituencies/E14000580,4,"UKIP (UKIP) , with candidate Bob Horsefield , have the following results: 7,428 total votes taken. 15.3% share of the total vote +11.3% change in share of the votes",(UKIP),", with candidate Bob Horsefield",7428,"7,428",15.3,15.3
http://www.bbc.co.uk/news/politics/constituencies/E14000580,5,"Liberal Democrat (LD) , with candidate Andrew Martin , have the following results: 1,947 total votes taken. 4.0% share of the total vote -13.2% change in share of the votes",(LD),", with candidate Andrew Martin",1947,"1,947",4,4
http://www.bbc.co.uk/news/politics/constituencies/E14000580,6,"Independent (IND) , with candidate Andy Smith , have the following results: 321 total votes taken. 0.7% share of the total vote +0.7% change in share of the votes",(IND),", with candidate Andy Smith",321,321,0.7,0.7
http://www.bbc.co.uk/news/politics/constituencies/E14000580,7,"TUSC (TUSC) , with candidate John Vickers , have the following results: 209 total votes taken. 0.4% share of the total vote +0.4% change in share of the votes",(TUSC),", with candidate John Vickers",209,209,0.4,0.4
http://www.bbc.co.uk/news/politics/constituencies/E14000588,1,Bradford South,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14000588,2,"Labour (LAB) , with candidate Judith Cummins , have the following results: 16,328 total votes taken. 43.4% share of the total vote +2.2% change in share of the votes",(LAB),", with candidate Judith Cummins",16328,"16,328",43.4,43.4
http://www.bbc.co.uk/news/politics/constituencies/E14000588,3,"Conservative (CON) , with candidate Tanya Graham , have the following results: 9,878 total votes taken. 26.3% share of the total vote -2.8% change in share of the votes",(CON),", with candidate Tanya Graham",9878,"9,878",26.3,26.3
http://www.bbc.co.uk/news/politics/constituencies/E14000588,4,"UKIP (UKIP) , with candidate Jason Smith , have the following results: 9,057 total votes taken. 24.1% share of the total vote +20.6% change in share of the votes",(UKIP),", with candidate Jason Smith",9057,"9,057",24.1,24.1
http://www.bbc.co.uk/news/politics/constituencies/E14000588,5,"Green Party (GRN) , with candidate Andy Robinson , have the following results: 1,243 total votes taken. 3.3% share of the total vote +3.3% change in share of the votes",(GRN),", with candidate Andy Robinson",1243,"1,243",3.3,3.3
http://www.bbc.co.uk/news/politics/constituencies/E14000588,6,"Liberal Democrat (LD) , with candidate Andrew Tear , have the following results: 1,094 total votes taken. 2.9% share of the total vote -15.4% change in share of the votes",(LD),", with candidate Andrew Tear",1094,"1,094",2.9,2.9
http://www.bbc.co.uk/news/politics/constituencies/E14000586,1,Bracknell,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14000586,2,"Conservative (CON) , with candidate Phillip Lee , have the following results: 29,606 total votes taken. 55.8% share of the total vote +3.4% change in share of the votes",(CON),", with candidate Phillip Lee",29606,"29,606",55.8,55.8
http://www.bbc.co.uk/news/politics/constituencies/E14000586,3,"Labour (LAB) , with candidate James Walsh , have the following results: 8,956 total votes taken. 16.9% share of the total vote +0.1% change in share of the votes",(LAB),", with candidate James Walsh",8956,"8,956",16.9,16.9
http://www.bbc.co.uk/news/politics/constituencies/E14000586,4,"UKIP (UKIP) , with candidate Richard Thomas , have the following results: 8,339 total votes taken. 15.7% share of the total vote +11.3% change in share of the votes",(UKIP),", with candidate Richard Thomas",8339,"8,339",15.7,15.7
http://www.bbc.co.uk/news/politics/constituencies/E14000586,5,"Liberal Democrat (LD) , with candidate Patrick Smith , have the following results: 3,983 total votes taken. 7.5% share of the total vote -14.8% change in share of the votes",(LD),", with candidate Patrick Smith",3983,"3,983",7.5,7.5
http://www.bbc.co.uk/news/politics/constituencies/E14000586,6,"Green Party (GRN) , with candidate Derek Florey , have the following results: 2,202 total votes taken. 4.1% share of the total vote +2.6% change in share of the votes",(GRN),", with candidate Derek Florey",2202,"2,202",4.1,4.1
http://www.bbc.co.uk/news/politics/constituencies/E14000587,1,Bradford East,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14000587,2,"Labour (LAB) , with candidate Imran Hussain , have the following results: 19,312 total votes taken. 46.6% share of the total vote +13.8% change in share of the votes",(LAB),", with candidate Imran Hussain",19312,"19,312",46.6,46.6
http://www.bbc.co.uk/news/politics/constituencies/E14000587,3,"Liberal Democrat (LD) , with candidate David Ward , have the following results: 12,228 total votes taken. 29.5% share of the total vote -4.2% change in share of the votes",(LD),", with candidate David Ward",12228,"12,228",29.5,29.5
http://www.bbc.co.uk/news/politics/constituencies/E14000587,4,"Conservative (CON) , with candidate Iftikhar Ahmed , have the following results: 4,682 total votes taken. 11.3% share of the total vote -15.5% change in share of the votes",(CON),", with candidate Iftikhar Ahmed",4682,"4,682",11.3,11.3
http://www.bbc.co.uk/news/politics/constituencies/E14000587,5,"UKIP (UKIP) , with candidate Owais Rajput , have the following results: 4,103 total votes taken. 9.9% share of the total vote +9.9% change in share of the votes",(UKIP),", with candidate Owais Rajput",4103,"4,103",9.9,9.9
http://www.bbc.co.uk/news/politics/constituencies/E14000587,6,"Green Party (GRN) , with candidate Dave Stevens , have the following results: 871 total votes taken. 2.1% share of the total vote +2.1% change in share of the votes",(GRN),", with candidate Dave Stevens",871,871,2.1,2.1
http://www.bbc.co.uk/news/politics/constituencies/E14000587,7,"British Democratic Party (BD) , with candidate James Lewthwaite , have the following results: 210 total votes taken. 0.5% share of the total vote +0.5% change in share of the votes",(BD),", with candidate James Lewthwaite",210,210,0.5,0.5
http://www.bbc.co.uk/news/politics/constituencies/E14000585,1,Bournemouth West,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14000585,2,"Conservative (CON) , with candidate Conor Burns , have the following results: 20,155 total votes taken. 48.2% share of the total vote +3.1% change in share of the votes",(CON),", with candidate Conor Burns",20155,"20,155",48.2,48.2
http://www.bbc.co.uk/news/politics/constituencies/E14000585,3,"UKIP (UKIP) , with candidate Martin Houlden , have the following results: 7,745 total votes taken. 18.5% share of the total vote +11.3% change in share of the votes",(UKIP),", with candidate Martin Houlden",7745,"7,745",18.5,18.5
http://www.bbc.co.uk/news/politics/constituencies/E14000585,4,"Labour (LAB) , with candidate David Stokes , have the following results: 7,386 total votes taken. 17.7% share of the total vote +2.9% change in share of the votes",(LAB),", with candidate David Stokes",7386,"7,386",17.7,17.7
http://www.bbc.co.uk/news/politics/constituencies/E14000585,5,"Liberal Democrat (LD) , with candidate Mike Plummer , have the following results: 3,281 total votes taken. 7.9% share of the total vote -23.9% change in share of the votes",(LD),", with candidate Mike Plummer",3281,"3,281",7.9,7.9
http://www.bbc.co.uk/news/politics/constituencies/E14000585,6,"Green Party (GRN) , with candidate Elizabeth McManus , have the following results: 3,107 total votes taken. 7.4% share of the total vote +7.4% change in share of the votes",(GRN),", with candidate Elizabeth McManus",3107,"3,107",7.4,7.4
http://www.bbc.co.uk/news/politics/constituencies/E14000585,7,"Patria (PATR) , with candidate Dick Franklin , have the following results: 99 total votes taken. 0.2% share of the total vote +0.2% change in share of the votes",(PATR),", with candidate Dick Franklin",99,99,0.2,0.2
http://www.bbc.co.uk/news/politics/constituencies/E14000584,1,Bournemouth East,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14000584,2,"Conservative (CON) , with candidate Tobias Ellwood , have the following results: 22,060 total votes taken. 49.2% share of the total vote +0.8% change in share of the votes",(CON),", with candidate Tobias Ellwood",22060,"22,060",49.2,49.2
http://www.bbc.co.uk/news/politics/constituencies/E14000584,3,"Labour (LAB) , with candidate Peter Stokes , have the following results: 7,448 total votes taken. 16.6% share of the total vote +3.4% change in share of the votes",(LAB),", with candidate Peter Stokes",7448,"7,448",16.6,16.6
http://www.bbc.co.uk/news/politics/constituencies/E14000584,4,"UKIP (UKIP) , with candidate David Hughes , have the following results: 7,401 total votes taken. 16.5% share of the total vote +9.6% change in share of the votes",(UKIP),", with candidate David Hughes",7401,"7,401",16.5,16.5
http://www.bbc.co.uk/news/politics/constituencies/E14000584,5,"Liberal Democrat (LD) , with candidate Jon Nicholas , have the following results: 3,752 total votes taken. 8.4% share of the total vote -22.5% change in share of the votes",(LD),", with candidate Jon Nicholas",3752,"3,752",8.4,8.4
http://www.bbc.co.uk/news/politics/constituencies/E14000584,6,"Green Party (GRN) , with candidate Alasdair Keddie , have the following results: 3,263 total votes taken. 7.3% share of the total vote +7.3% change in share of the votes",(GRN),", with candidate Alasdair Keddie",3263,"3,263",7.3,7.3
http://www.bbc.co.uk/news/politics/constituencies/E14000584,7,"Bournemouth Independent Alliance (BIA) , with candidate David Ross , have the following results: 903 total votes taken. 2.0% share of the total vote +2.0% change in share of the votes",(BIA),", with candidate David Ross",903,903,2,2
http://www.bbc.co.uk/news/politics/constituencies/E14000582,1,Boston & Skegness,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14000582,2,"Conservative (CON) , with candidate Matt Warman , have the following results: 18,981 total votes taken. 43.8% share of the total vote -5.7% change in share of the votes",(CON),", with candidate Matt Warman",18981,"18,981",43.8,43.8
http://www.bbc.co.uk/news/politics/constituencies/E14000582,3,"UKIP (UKIP) , with candidate Robin Hunter-Clarke , have the following results: 14,645 total votes taken. 33.8% share of the total vote +24.3% change in share of the votes",(UKIP),", with candidate Robin Hunter-Clarke",14645,"14,645",33.8,33.8
http://www.bbc.co.uk/news/politics/constituencies/E14000582,4,"Labour (LAB) , with candidate Paul Kenny , have the following results: 7,142 total votes taken. 16.5% share of the total vote -4.2% change in share of the votes",(LAB),", with candidate Paul Kenny",7142,"7,142",16.5,16.5
http://www.bbc.co.uk/news/politics/constituencies/E14000582,5,"Liberal Democrat (LD) , with candidate David Watts , have the following results: 1,015 total votes taken. 2.3% share of the total vote -12.4% change in share of the votes",(LD),", with candidate David Watts",1015,"1,015",2.3,2.3
http://www.bbc.co.uk/news/politics/constituencies/E14000582,6,"Green Party (GRN) , with candidate Victoria Percival , have the following results: 800 total votes taken. 1.8% share of the total vote +1.8% change in share of the votes",(GRN),", with candidate Victoria Percival",800,800,1.8,1.8
http://www.bbc.co.uk/news/politics/constituencies/E14000582,7,"Independence from Europe (IFE) , with candidate Chris Pain , have the following results: 324 total votes taken. 0.7% share of the total vote +0.7% change in share of the votes",(IFE),", with candidate Chris Pain",324,324,0.7,0.7
http://www.bbc.co.uk/news/politics/constituencies/E14000582,8,"Independent (IND) , with candidate Peter Johnson , have the following results: 170 total votes taken. 0.4% share of the total vote +0.4% change in share of the votes",(IND),", with candidate Peter Johnson",170,170,0.4,0.4
http://www.bbc.co.uk/news/politics/constituencies/E14000582,9,"The Pilgrim Party (PILP) , with candidate Lyn Luxton , have the following results: 143 total votes taken. 0.3% share of the total vote +0.3% change in share of the votes",(PILP),", with candidate Lyn Luxton",143,143,0.3,0.3
http://www.bbc.co.uk/news/politics/constituencies/E14000582,10,"British National Party (BNP) , with candidate Robert West , have the following results: 119 total votes taken. 0.3% share of the total vote -5.0% change in share of the votes",(BNP),", with candidate Robert West",119,119,0.3,0.3
http://www.bbc.co.uk/news/politics/constituencies/E14000581,1,Bootle,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14000581,2,"Labour (LAB) , with candidate Peter Dowd , have the following results: 33,619 total votes taken. 74.5% share of the total vote +8.0% change in share of the votes",(LAB),", with candidate Peter Dowd",33619,"33,619",74.5,74.5
http://www.bbc.co.uk/news/politics/constituencies/E14000581,3,"UKIP (UKIP) , with candidate Paul Nuttall , have the following results: 4,915 total votes taken. 10.9% share of the total vote +4.8% change in share of the votes",(UKIP),", with candidate Paul Nuttall",4915,"4,915",10.9,10.9
http://www.bbc.co.uk/news/politics/constituencies/E14000581,4,"Conservative (CON) , with candidate Jade Marsden , have the following results: 3,639 total votes taken. 8.1% share of the total vote -0.9% change in share of the votes",(CON),", with candidate Jade Marsden",3639,"3,639",8.1,8.1
http://www.bbc.co.uk/news/politics/constituencies/E14000581,5,"Green Party (GRN) , with candidate Lisa Tallis , have the following results: 1,501 total votes taken. 3.3% share of the total vote +3.3% change in share of the votes",(GRN),", with candidate Lisa Tallis",1501,"1,501",3.3,3.3
http://www.bbc.co.uk/news/politics/constituencies/E14000581,6,"Liberal Democrat (LD) , with candidate David Newman , have the following results: 978 total votes taken. 2.2% share of the total vote -13.0% change in share of the votes",(LD),", with candidate David Newman",978,978,2.2,2.2
http://www.bbc.co.uk/news/politics/constituencies/E14000581,7,"TUSC (TUSC) , with candidate Peter Glover , have the following results: 500 total votes taken. 1.1% share of the total vote 0.0% change in share of the votes",(TUSC),", with candidate Peter Glover",500,500,1.1,1.1
http://www.bbc.co.uk/news/politics/constituencies/E14000583,1,Bosworth,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14000583,2,"Conservative (CON) , with candidate David Tredinnick , have the following results: 22,939 total votes taken. 42.8% share of the total vote +0.2% change in share of the votes",(CON),", with candidate David Tredinnick",22939,"22,939",42.8,42.8
http://www.bbc.co.uk/news/politics/constituencies/E14000583,3,"Liberal Democrat (LD) , with candidate Michael Mullaney , have the following results: 11,951 total votes taken. 22.3% share of the total vote -11.0% change in share of the votes",(LD),", with candidate Michael Mullaney",11951,"11,951",22.3,22.3
http://www.bbc.co.uk/news/politics/constituencies/E14000583,4,"Labour (LAB) , with candidate Chris Kealey , have the following results: 9,354 total votes taken. 17.5% share of the total vote +1.5% change in share of the votes",(LAB),", with candidate Chris Kealey",9354,"9,354",17.5,17.5
http://www.bbc.co.uk/news/politics/constituencies/E14000583,5,"UKIP (UKIP) , with candidate David Sprason , have the following results: 9,338 total votes taken. 17.4% share of the total vote +15.4% change in share of the votes",(UKIP),", with candidate David Sprason",9338,"9,338",17.4,17.4
http://www.bbc.co.uk/news/politics/constituencies/E14000579,1,Bolton South East,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14000579,2,"Labour (LAB) , with candidate Yasmin Qureshi , have the following results: 20,555 total votes taken. 50.5% share of the total vote +3.0% change in share of the votes",(LAB),", with candidate Yasmin Qureshi",20555,"20,555",50.5,50.5
http://www.bbc.co.uk/news/politics/constituencies/E14000579,3,"UKIP (UKIP) , with candidate Jeff Armstrong , have the following results: 9,627 total votes taken. 23.6% share of the total vote +19.7% change in share of the votes",(UKIP),", with candidate Jeff Armstrong",9627,"9,627",23.6,23.6
http://www.bbc.co.uk/news/politics/constituencies/E14000579,4,"Conservative (CON) , with candidate Mudasir Dean , have the following results: 8,289 total votes taken. 20.3% share of the total vote -5.3% change in share of the votes",(CON),", with candidate Mudasir Dean",8289,"8,289",20.3,20.3
http://www.bbc.co.uk/news/politics/constituencies/E14000579,5,"Green Party (GRN) , with candidate Alan Johnson , have the following results: 1,200 total votes taken. 2.9% share of the total vote +1.4% change in share of the votes",(GRN),", with candidate Alan Johnson",1200,"1,200",2.9,2.9
http://www.bbc.co.uk/news/politics/constituencies/E14000579,6,"Liberal Democrat (LD) , with candidate Darren Reynolds , have the following results: 1,072 total votes taken. 2.6% share of the total vote -13.2% change in share of the votes",(LD),", with candidate Darren Reynolds",1072,"1,072",2.6,2.6
http://www.bbc.co.uk/news/politics/constituencies/E14000578,1,Bolton North East,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14000578,2,"Labour (LAB) , with candidate David Crausby , have the following results: 18,541 total votes taken. 43.0% share of the total vote -3.0% change in share of the votes",(LAB),", with candidate David Crausby",18541,"18,541",43,43
http://www.bbc.co.uk/news/politics/constituencies/E14000578,3,"Conservative (CON) , with candidate James Daly , have the following results: 14,164 total votes taken. 32.8% share of the total vote -3.7% change in share of the votes",(CON),", with candidate James Daly",14164,"14,164",32.8,32.8
http://www.bbc.co.uk/news/politics/constituencies/E14000578,4,"UKIP (UKIP) , with candidate Harry Lamb , have the following results: 8,117 total votes taken. 18.8% share of the total vote +14.6% change in share of the votes",(UKIP),", with candidate Harry Lamb",8117,"8,117",18.8,18.8
http://www.bbc.co.uk/news/politics/constituencies/E14000578,5,"Liberal Democrat (LD) , with candidate Stephen Rock , have the following results: 1,236 total votes taken. 2.9% share of the total vote -10.1% change in share of the votes",(LD),", with candidate Stephen Rock",1236,"1,236",2.9,2.9
http://www.bbc.co.uk/news/politics/constituencies/E14000578,6,"Green Party (GRN) , with candidate Laura Diggle , have the following results: 1,103 total votes taken. 2.6% share of the total vote +2.6% change in share of the votes",(GRN),", with candidate Laura Diggle",1103,"1,103",2.6,2.6
http://www.bbc.co.uk/news/politics/constituencies/E14000575,1,Blyth Valley,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14000575,2,"Labour (LAB) , with candidate Ronnie Campbell , have the following results: 17,813 total votes taken. 46.3% share of the total vote +1.8% change in share of the votes",(LAB),", with candidate Ronnie Campbell",17813,"17,813",46.3,46.3
http://www.bbc.co.uk/news/politics/constituencies/E14000575,3,"UKIP (UKIP) , with candidate Barry Elliott , have the following results: 8,584 total votes taken. 22.3% share of the total vote +18.0% change in share of the votes",(UKIP),", with candidate Barry Elliott",8584,"8,584",22.3,22.3
http://www.bbc.co.uk/news/politics/constituencies/E14000575,4,"Conservative (CON) , with candidate Greg Munro , have the following results: 8,346 total votes taken. 21.7% share of the total vote +5.1% change in share of the votes",(CON),", with candidate Greg Munro",8346,"8,346",21.7,21.7
http://www.bbc.co.uk/news/politics/constituencies/E14000575,5,"Liberal Democrat (LD) , with candidate Philip Latham , have the following results: 2,265 total votes taken. 5.9% share of the total vote -21.3% change in share of the votes",(LD),", with candidate Philip Latham",2265,"2,265",5.9,5.9
http://www.bbc.co.uk/news/politics/constituencies/E14000575,6,"Green Party (GRN) , with candidate Dawn Furness , have the following results: 1,453 total votes taken. 3.8% share of the total vote +3.8% change in share of the votes",(GRN),", with candidate Dawn Furness",1453,"1,453",3.8,3.8
http://www.bbc.co.uk/news/politics/constituencies/E14000574,1,Blaydon,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14000574,2,"Labour (LAB) , with candidate David Anderson , have the following results: 22,090 total votes taken. 49.2% share of the total vote -0.5% change in share of the votes",(LAB),", with candidate David Anderson",22090,"22,090",49.2,49.2
http://www.bbc.co.uk/news/politics/constituencies/E14000574,3,"UKIP (UKIP) , with candidate Mark Bell , have the following results: 7,863 total votes taken. 17.5% share of the total vote +17.5% change in share of the votes",(UKIP),", with candidate Mark Bell",7863,"7,863",17.5,17.5
http://www.bbc.co.uk/news/politics/constituencies/E14000574,4,"Conservative (CON) , with candidate Alison Griffiths , have the following results: 7,838 total votes taken. 17.4% share of the total vote +1.5% change in share of the votes",(CON),", with candidate Alison Griffiths",7838,"7,838",17.4,17.4
http://www.bbc.co.uk/news/politics/constituencies/E14000574,5,"Liberal Democrat (LD) , with candidate Jonathan Wallace , have the following results: 5,497 total votes taken. 12.2% share of the total vote -17.1% change in share of the votes",(LD),", with candidate Jonathan Wallace",5497,"5,497",12.2,12.2
http://www.bbc.co.uk/news/politics/constituencies/E14000574,6,"Green Party (GRN) , with candidate Paul McNally , have the following results: 1,648 total votes taken. 3.7% share of the total vote +3.7% change in share of the votes",(GRN),", with candidate Paul McNally",1648,"1,648",3.7,3.7
http://www.bbc.co.uk/news/politics/constituencies/E14000577,1,Bolsover,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14000577,2,"Labour (LAB) , with candidate Dennis Skinner , have the following results: 22,542 total votes taken. 51.2% share of the total vote +1.2% change in share of the votes",(LAB),", with candidate Dennis Skinner",22542,"22,542",51.2,51.2
http://www.bbc.co.uk/news/politics/constituencies/E14000577,3,"Conservative (CON) , with candidate Peter Bedford , have the following results: 10,764 total votes taken. 24.5% share of the total vote -0.1% change in share of the votes",(CON),", with candidate Peter Bedford",10764,"10,764",24.5,24.5
http://www.bbc.co.uk/news/politics/constituencies/E14000577,4,"UKIP (UKIP) , with candidate Ray Calladine , have the following results: 9,228 total votes taken. 21.0% share of the total vote +17.1% change in share of the votes",(UKIP),", with candidate Ray Calladine",9228,"9,228",21,21
http://www.bbc.co.uk/news/politics/constituencies/E14000577,5,"Liberal Democrat (LD) , with candidate David Lomax , have the following results: 1,464 total votes taken. 3.3% share of the total vote -12.2% change in share of the votes",(LD),", with candidate David Lomax",1464,"1,464",3.3,3.3
http://www.bbc.co.uk/news/politics/constituencies/E14000576,1,Bognor Regis & Littlehampton,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14000576,2,"Conservative (CON) , with candidate Nick Gibb , have the following results: 24,185 total votes taken. 51.3% share of the total vote -0.1% change in share of the votes",(CON),", with candidate Nick Gibb",24185,"24,185",51.3,51.3
http://www.bbc.co.uk/news/politics/constituencies/E14000576,3,"UKIP (UKIP) , with candidate Graham Jones , have the following results: 10,241 total votes taken. 21.7% share of the total vote +15.3% change in share of the votes",(UKIP),", with candidate Graham Jones",10241,"10,241",21.7,21.7
http://www.bbc.co.uk/news/politics/constituencies/E14000576,4,"Labour (LAB) , with candidate Alan Butcher , have the following results: 6,508 total votes taken. 13.8% share of the total vote -0.2% change in share of the votes",(LAB),", with candidate Alan Butcher",6508,"6,508",13.8,13.8
http://www.bbc.co.uk/news/politics/constituencies/E14000576,5,"Liberal Democrat (LD) , with candidate Francis Oppler , have the following results: 4,240 total votes taken. 9.0% share of the total vote -14.5% change in share of the votes",(LD),", with candidate Francis Oppler",4240,"4,240",9,9
http://www.bbc.co.uk/news/politics/constituencies/E14000576,6,"Green Party (GRN) , with candidate Simon McDougall , have the following results: 1,942 total votes taken. 4.1% share of the total vote +4.1% change in share of the votes",(GRN),", with candidate Simon McDougall",1942,"1,942",4.1,4.1
http://www.bbc.co.uk/news/politics/constituencies/E14000571,1,Blackley & Broughton,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14000571,2,"Labour (LAB) , with candidate Graham Stringer , have the following results: 22,982 total votes taken. 61.9% share of the total vote +7.7% change in share of the votes",(LAB),", with candidate Graham Stringer",22982,"22,982",61.9,61.9
http://www.bbc.co.uk/news/politics/constituencies/E14000571,3,"UKIP (UKIP) , with candidate Martin Power , have the following results: 6,108 total votes taken. 16.5% share of the total vote +13.8% change in share of the votes",(UKIP),", with candidate Martin Power",6108,"6,108",16.5,16.5
http://www.bbc.co.uk/news/politics/constituencies/E14000571,4,"Conservative (CON) , with candidate Michelle Tanfield-Johnson , have the following results: 5,581 total votes taken. 15.0% share of the total vote -3.3% change in share of the votes",(CON),", with candidate Michelle Tanfield-Johnson",5581,"5,581",15,15
http://www.bbc.co.uk/news/politics/constituencies/E14000571,5,"Green Party (GRN) , with candidate David Jones , have the following results: 1,567 total votes taken. 4.2% share of the total vote +4.2% change in share of the votes",(GRN),", with candidate David Jones",1567,"1,567",4.2,4.2
http://www.bbc.co.uk/news/politics/constituencies/E14000571,6,"Liberal Democrat (LD) , with candidate Richard Gadsden , have the following results: 874 total votes taken. 2.4% share of the total vote -11.9% change in share of the votes",(LD),", with candidate Richard Gadsden",874,874,2.4,2.4
http://www.bbc.co.uk/news/politics/constituencies/E14000570,1,Blackburn,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14000570,2,"Labour (LAB) , with candidate Kate Hollern , have the following results: 24,762 total votes taken. 56.3% share of the total vote +8.5% change in share of the votes",(LAB),", with candidate Kate Hollern",24762,"24,762",56.3,56.3
http://www.bbc.co.uk/news/politics/constituencies/E14000570,3,"Conservative (CON) , with candidate Bob Eastwood , have the following results: 12,002 total votes taken. 27.3% share of the total vote +1.1% change in share of the votes",(CON),", with candidate Bob Eastwood",12002,"12,002",27.3,27.3
http://www.bbc.co.uk/news/politics/constituencies/E14000570,4,"UKIP (UKIP) , with candidate Dayle Taylor , have the following results: 6,280 total votes taken. 14.3% share of the total vote +12.2% change in share of the votes",(UKIP),", with candidate Dayle Taylor",6280,"6,280",14.3,14.3
http://www.bbc.co.uk/news/politics/constituencies/E14000570,5,"Liberal Democrat (LD) , with candidate Gordon Lishman , have the following results: 955 total votes taken. 2.2% share of the total vote -13.0% change in share of the votes",(LD),", with candidate Gordon Lishman",955,955,2.2,2.2
http://www.bbc.co.uk/news/politics/constituencies/E14000573,1,Blackpool South,,,,,,
http://www.bbc.co.uk/news/politics/constituencies/E14000573,2,"Labour (LAB) , with candidate Gordon Marsden , have the following results: 13,548 total votes taken. 41.8% share of the total vote +0.7% change in share of the votes",(LAB),", with candidate Gordon Marsden",13548,"13,548",41.8,41.8
http://www.bbc.co.uk/news/politics/constituencies/E14000573,3,"Conservative (CON) , with candidate Peter Anthony , have the following results: 10,963 total votes taken. 33.8% share of the total vote -2.0% change in share of the votes",(CON),", with candidate Peter Anthony",10963,"10,963",33.8,33.8
http://www.bbc.co.uk/news/politics/constituencies/E14000573,4,"UKIP (UKIP) , with candidate Peter Wood , have the following results: 5,613 total votes taken. 17.3% share of the total vote +13.5% change in share of the votes",(UKIP),", with candidate Peter Wood",5613,"5,613",17.3,17.3
